Source User,Category,Count
example_domain\suzanne.nunez,search-engines,302
example_domain\suzanne.nunez,government,126
example_domain\suzanne.nunez,stock-advice-and-tools,99
example_domain\suzanne.nunez,content-delivery-networks,60
example_domain\suzanne.nunez,web-advertisements,20
example_domain\suzanne.nunez,business-and-economy,10
example_domain\suzanne.nunez,educational-institutions,5
example_domain\suzanne.nunez,motor-vehicles,2
example_domain\suzanne.nunez,internet-portals,2
example_domain\suzanne.nunez,financial-services,1
example_domain\suzanne.nunez,not-resolved,1
example_domain\darren.moore,computer-and-internet-info,7360
example_domain\darren.moore,search-engines,89
example_domain\darren.moore,stock-advice-and-tools,78
example_domain\darren.moore,translation,23
example_domain\darren.moore,web-advertisements,11
example_domain\darren.moore,shareware-and-freeware,6
example_domain\darren.moore,content-delivery-networks,4
example_domain\darren.moore,,4
example_domain\darren.moore,internet-portals,2
example_domain\darren.moore,web-hosting,1
example_domain\raymond.carter,computer-and-internet-info,7336
example_domain\raymond.carter,search-engines,104
example_domain\raymond.carter,web-advertisements,46
example_domain\raymond.carter,content-delivery-networks,14
example_domain\raymond.carter,business-and-economy,8
example_domain\raymond.carter,internet-portals,4
example_domain\raymond.carter,stock-advice-and-tools,4
example_domain\raymond.carter,personal-sites-and-blogs,3
example_domain\raymond.carter,insufficient-content,3
example_domain\raymond.carter,,2
example_domain\raymond.carter,news,2
example_domain\raymond.carter,shareware-and-freeware,1
example_domain\ashley.monroe,computer-and-internet-info,6914
example_domain\ashley.monroe,business-and-economy,195
example_domain\ashley.monroe,search-engines,99
example_domain\ashley.monroe,web-advertisements,79
example_domain\ashley.monroe,content-delivery-networks,23
example_domain\ashley.monroe,shareware-and-freeware,18
example_domain\ashley.monroe,internet-portals,5
example_domain\ashley.monroe,,3
example_domain\ashley.monroe,travel,2
example_domain\ashley.monroe,stock-advice-and-tools,1
example_domain\ronald.warren,computer-and-internet-info,6419
example_domain\ronald.warren,search-engines,166
example_domain\ronald.warren,business-and-economy,136
example_domain\ronald.warren,content-delivery-networks,52
example_domain\ronald.warren,stock-advice-and-tools,27
example_domain\ronald.warren,financial-services,13
example_domain\ronald.warren,web-advertisements,5
example_domain\ronald.warren,internet-communications-and-telephony,3
example_domain\ronald.warren,translation,1
example_domain\ronald.warren,news,1
example_domain\ronald.warren,web-hosting,1
example_domain\sandra.malone,computer-and-internet-info,5329
example_domain\sandra.malone,search-engines,255
example_domain\sandra.malone,web-advertisements,247
example_domain\sandra.malone,business-and-economy,197
example_domain\sandra.malone,content-delivery-networks,74
example_domain\sandra.malone,travel,52
example_domain\sandra.malone,financial-services,32
example_domain\sandra.malone,news,28
example_domain\sandra.malone,internet-portals,16
example_domain\sandra.malone,stock-advice-and-tools,15
example_domain\sandra.malone,insufficient-content,9
example_domain\sandra.malone,reference-and-research,2
example_domain\sandra.malone,shopping,2
example_domain\sandra.malone,games,2
example_domain\sandra.malone,web-hosting,1
example_domain\sandra.malone,internet-communications-and-telephony,1
example_domain\sandra.malone,social-networking,1
example_domain\sandra.malone,entertainment-and-arts,1
example_domain\melissa.sanchez,computer-and-internet-info,5501
example_domain\melissa.sanchez,business-and-economy,214
example_domain\melissa.sanchez,search-engines,126
example_domain\melissa.sanchez,content-delivery-networks,30
example_domain\melissa.sanchez,shareware-and-freeware,24
example_domain\melissa.sanchez,web-advertisements,16
example_domain\melissa.sanchez,internet-portals,12
example_domain\melissa.sanchez,personal-sites-and-blogs,5
example_domain\melissa.sanchez,,4
example_domain\melissa.sanchez,web-hosting,1
example_domain\melissa.sanchez,stock-advice-and-tools,1
example_domain\patricia.collins,computer-and-internet-info,5819
example_domain\patricia.collins,search-engines,73
example_domain\patricia.collins,content-delivery-networks,5
example_domain\patricia.collins,stock-advice-and-tools,2
example_domain\jerry.wilson,computer-and-internet-info,5395
example_domain\jerry.wilson,business-and-economy,112
example_domain\jerry.wilson,search-engines,103
example_domain\jerry.wilson,web-advertisements,64
example_domain\jerry.wilson,internet-portals,59
example_domain\jerry.wilson,content-delivery-networks,32
example_domain\jerry.wilson,stock-advice-and-tools,8
example_domain\jerry.wilson,insufficient-content,3
example_domain\jerry.wilson,reference-and-research,3
example_domain\jerry.wilson,,3
example_domain\jerry.wilson,news,2
example_domain\shawn.colon,computer-and-internet-info,5131
example_domain\shawn.colon,web-advertisements,155
example_domain\shawn.colon,business-and-economy,143
example_domain\shawn.colon,search-engines,94
example_domain\shawn.colon,content-delivery-networks,43
example_domain\shawn.colon,internet-portals,11
example_domain\shawn.colon,stock-advice-and-tools,8
example_domain\shawn.colon,,4
example_domain\shawn.colon,news,3
example_domain\shawn.colon,travel,3
example_domain\shawn.colon,reference-and-research,2
example_domain\shawn.colon,internet-communications-and-telephony,1
example_domain\shawn.colon,insufficient-content,1
example_domain\shawn.colon,financial-services,1
example_domain\sabrina.boyd,computer-and-internet-info,5216
example_domain\sabrina.boyd,business-and-economy,77
example_domain\sabrina.boyd,search-engines,68
example_domain\sabrina.boyd,web-advertisements,68
example_domain\sabrina.boyd,content-delivery-networks,26
example_domain\sabrina.boyd,stock-advice-and-tools,10
example_domain\sabrina.boyd,internet-portals,8
example_domain\sabrina.boyd,news,1
example_domain\sabrina.boyd,insufficient-content,1
example_domain\sabrina.boyd,travel,1
example_domain\alexandra.singh,computer-and-internet-info,5069
example_domain\alexandra.singh,search-engines,83
example_domain\alexandra.singh,content-delivery-networks,16
example_domain\alexandra.singh,business-and-economy,15
example_domain\alexandra.singh,internet-portals,11
example_domain\alexandra.singh,web-advertisements,9
example_domain\alexandra.singh,stock-advice-and-tools,7
example_domain\alexandra.singh,,3
example_domain\alexandra.singh,health-and-medicine,3
example_domain\alexandra.singh,news,1
example_domain\mitchell.moore,computer-and-internet-info,4217
example_domain\mitchell.moore,business-and-economy,433
example_domain\mitchell.moore,web-advertisements,372
example_domain\mitchell.moore,search-engines,63
example_domain\mitchell.moore,content-delivery-networks,41
example_domain\mitchell.moore,stock-advice-and-tools,30
example_domain\mitchell.moore,internet-communications-and-telephony,25
example_domain\mitchell.moore,internet-portals,11
example_domain\mitchell.moore,entertainment-and-arts,5
example_domain\mitchell.moore,insufficient-content,4
example_domain\mitchell.moore,parked,2
example_domain\mitchell.moore,music,2
example_domain\mitchell.moore,news,2
example_domain\mitchell.moore,motor-vehicles,2
example_domain\mitchell.moore,shopping,2
example_domain\mitchell.moore,travel,1
example_domain\mitchell.moore,shareware-and-freeware,1
example_domain\mitchell.moore,real-estate,1
example_domain\mitchell.moore,society,1
example_domain\mitchell.moore,reference-and-research,1
example_domain\douglas.gordon,computer-and-internet-info,5094
example_domain\douglas.gordon,search-engines,48
example_domain\douglas.gordon,content-delivery-networks,5
example_domain\douglas.gordon,internet-portals,4
example_domain\douglas.gordon,,2
example_domain\steven.owens,computer-and-internet-info,4581
example_domain\steven.owens,stock-advice-and-tools,336
example_domain\steven.owens,search-engines,75
example_domain\steven.owens,content-delivery-networks,37
example_domain\steven.owens,business-and-economy,19
example_domain\steven.owens,government,17
example_domain\steven.owens,web-advertisements,8
example_domain\steven.owens,social-networking,2
example_domain\steven.owens,internet-portals,1
example_domain\renee.livingston,computer-and-internet-info,4297
example_domain\renee.livingston,search-engines,46
example_domain\renee.livingston,content-delivery-networks,29
example_domain\renee.livingston,news,12
example_domain\renee.livingston,insufficient-content,7
example_domain\renee.livingston,stock-advice-and-tools,4
example_domain\renee.livingston,business-and-economy,2
example_domain\renee.livingston,translation,1
example_domain\veronica.dvm,computer-and-internet-info,3832
example_domain\veronica.dvm,search-engines,18
example_domain\veronica.dvm,content-delivery-networks,1
example_domain\joseph.adams,computer-and-internet-info,3675
example_domain\joseph.adams,search-engines,42
example_domain\joseph.adams,content-delivery-networks,6
example_domain\joseph.adams,stock-advice-and-tools,6
example_domain\joseph.adams,internet-portals,2
example_domain\joseph.adams,internet-communications-and-telephony,1
example_domain\christopher.garcia,computer-and-internet-info,3560
example_domain\christopher.garcia,search-engines,49
example_domain\christopher.garcia,business-and-economy,42
example_domain\christopher.garcia,web-advertisements,34
example_domain\christopher.garcia,content-delivery-networks,18
example_domain\christopher.garcia,stock-advice-and-tools,10
example_domain\christopher.garcia,shareware-and-freeware,6
example_domain\christopher.garcia,training-and-tools,4
example_domain\christopher.garcia,internet-communications-and-telephony,1
example_domain\christopher.garcia,job-search,1
example_domain\peter.dickerson,computer-and-internet-info,3020
example_domain\peter.dickerson,business-and-economy,202
example_domain\peter.dickerson,web-advertisements,117
example_domain\peter.dickerson,search-engines,98
example_domain\peter.dickerson,content-delivery-networks,60
example_domain\peter.dickerson,internet-portals,41
example_domain\peter.dickerson,shopping,23
example_domain\peter.dickerson,news,3
example_domain\peter.dickerson,,2
example_domain\peter.dickerson,personal-sites-and-blogs,2
example_domain\peter.dickerson,entertainment-and-arts,2
example_domain\peter.dickerson,stock-advice-and-tools,1
example_domain\peter.dickerson,travel,1
example_domain\joshua.diaz,computer-and-internet-info,3515
example_domain\joshua.diaz,content-delivery-networks,1
example_domain\joshua.diaz,search-engines,1
example_domain\elizabeth.castillo,computer-and-internet-info,3381
example_domain\elizabeth.castillo,search-engines,37
example_domain\elizabeth.castillo,stock-advice-and-tools,1
example_domain\elizabeth.castillo,content-delivery-networks,1
example_domain\robert.vaughn,computer-and-internet-info,2922
example_domain\robert.vaughn,shopping,141
example_domain\robert.vaughn,business-and-economy,104
example_domain\robert.vaughn,search-engines,73
example_domain\robert.vaughn,content-delivery-networks,12
example_domain\robert.vaughn,web-hosting,6
example_domain\robert.vaughn,web-advertisements,5
example_domain\robert.vaughn,stock-advice-and-tools,3
example_domain\robert.vaughn,internet-communications-and-telephony,2
example_domain\robert.vaughn,newly-registered-domain,1
example_domain\robert.vaughn,entertainment-and-arts,1
example_domain\jennifer.roberts,computer-and-internet-info,3235
example_domain\jennifer.roberts,search-engines,7
example_domain\jennifer.roberts,stock-advice-and-tools,3
example_domain\jennifer.roberts,internet-portals,2
example_domain\jennifer.roberts,content-delivery-networks,1
example_domain\angela.jones,computer-and-internet-info,3156
example_domain\angela.jones,search-engines,22
