Source User,Category,Verdict,AD Group,Count
example_domain\mitchell.moore,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mitchell.moore,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mitchell.moore,society,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\mitchell.moore,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\douglas.gordon,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,5094
example_domain\douglas.gordon,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,48
example_domain\douglas.gordon,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\douglas.gordon,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\douglas.gordon,,The category is not a standard Palo Alto content/function-based category,irrelevant,2
example_domain\steven.owens,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,4581
example_domain\steven.owens,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,336
example_domain\steven.owens,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,75
example_domain\steven.owens,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,37
example_domain\steven.owens,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\steven.owens,government,The URL category is going to be allowed provided the user is authenticated,known-user,17
example_domain\steven.owens,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\steven.owens,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\steven.owens,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\renee.livingston,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,4297
example_domain\renee.livingston,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\renee.livingston,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,29
example_domain\renee.livingston,news,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\renee.livingston,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\renee.livingston,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\renee.livingston,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\renee.livingston,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\veronica.dvm,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,3832
example_domain\veronica.dvm,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\veronica.dvm,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\joseph.adams,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,3675
